c5	remark
19771101035079A	DURING SIM ENG OUT PLT ADDED PWR BUT ACFT HIT GROUND BEFORE ENG RESPONDED. PAX ON CONTROLS.
19771101035999A	
19771101036709A	SEEDING CROPS.
19771101041169A	SUSPECTED MARIJUANA RUN. INJURY INDEX PRESUMED.
19771101041179A	PLT BRIEFED ON WX 12 HRS PRIOR TO FLT-NO FOG FORECAST FOR LOCAL AREA AT TIME.
19771102034519A	
19771102035089A	PLT ESTIMATED FLT HOURS.
19771102035099A	
19771102035109A	COLLIDED WITH CONSTRUCTION EQUIPMENT.
19771102036719A	AIRCRAFT TOO LOW ON BASE LEG.
19771102037409A	T/R GEAR BOX THRUST BRGS MISALIGNED,IMPROPERLY INSTALLED.INPUT CPLNG DISENGAGED FM T/R DRIVETRAIN.
19771102037859A	
19771103032199A	ACFT ROLLED AFTR ENG START.CHECKING GAGES.HIT GRUM AMER TR2,N6419L,SUBST DMG.
19771103033199A	
19771103033799A	PILOT INADVERTENTLY FLEW INTO GRND,WAS LOOKING AT HOPPER TANK.
19771103033809A	
19771103033819A	CLAMP FOR HEAT TUBE FROM MUFFLER WAS MISSING. PILOT LANDED NOSE FIRST. BREATHALYZER TESTS .15/.17
19771103034529A	COLLIDED WITH HWY SIGN WHILE MAKING PRECAUTIONARY LNDG ON HIGHWAY WITH 4 DEGREE DOWNSLOPE
19771103036009A	
19771103037419A	MAGNETO LOOSE ON DRIVE PAD,ROTATED.VW-REVEMASTER ENGINE.
19771103037869A	WINGS,AELERONS,FLAPS MODIFIED BY OPERATOR.AILERONS HAD NO COUNTERWEIGHTS,NOT BALANCED.
19771103041189A	
19771103041199A	CRASHED 1 MILE FROM ARPT.
19771104034539A	PIPER PA-32 DAMAGED BY FALLING DEBRIS FROM WIND SOCK POLE.NO BKN,RWY,OR TAXIWAY LIGHTING.
19771104034549A	RT BRAKE PUCK 70 WORN,FADING FOR LAST WK.
19771104034559A	LIGHTED STORAGE TANK FENCED AREA. HAD OVERFLOWN SUITABLE ARPTS.
19771104035119A	
19771104036019A	NO WX BRIEFING.REPORTED IN IFR CONDITIONS.NR VERTICAL DESCENT THRU TREES.LOCATED 11/5/77.
19771104036029A	RECOVERY DATE 11-05-77.
19771104038789A	DID NOT FLARE FROM GLIDE.
19771104039599A	
19771104041209A	RECOVERY DATE 11/7/77.
19771104041219A	
19771104043119A	TOWING AN ADVERTISING SIGN.
19771105033189A	LOST CTL DSCNDG THRU CLOUDS.RECOVERED AT VERY LOW ALT.
19771105033829A	DARK NIGHT.
19771105035129A	
19771105035139A	SIM FORCED LDG.
19771105037879A	LIGHT TURBULENCE.
19771105041229A	
19771105041239A	PIC WAS ADVISED BY WEA OBSERVER THAT VFR FLT WAS NOT RECOMMENDED.
19771105043629A	
19771106032819A	SINGLE WHEEL RETRACT. LOST LIFT,HAD TO LND. HIT ROCKS & BUSHES.
19771106035149A	DESCENDED BLO MDA.PRACTICING INSTRUMENT APPROACHES.ADVERSE WX.
19771106036039A	
19771106036729A	ATTEMPTED TO LAND ON HIGHWAY.NO.3AND4 ROD BEARINGS FAILED.
19771106036739A	CANVAS DODGER IMPROPERY INSTALLED AROUND PERIMETER OF BASKET.PLT'S FOOT SLIPPED OUT,BROKE ANKLE.
19771106039609A	WITNESSES IN AREA REPORTED COULD HEAR ACFT BUT COULD NOT SEE IT. WX RPTNG STATION 14 NM AWAY.
19771106039619A	
19771106040319A	
19771106040321A	
19771106040322A	UNCONTROLLED AIRPORT.
19771106042649A	INVESTIGATION UNDER JURISDICTION OF THE GOVT OF THE BAHAMAS.
19771107033839A	AC AT MAX GROSS WT.
19771107034569A	APPLYING MIREX FOR FIRE ANT CTL.TRAIL FORMATION,WATCHING OTHER ACFT.
19771107034579A	TURN OFF RUNWAY AT TOO HIGH A SPEED FOR CONDITIONS.FROST ON GRASS.SLID,WHEEL HIT ROUGH SPOT.TIPPED
19771107037429A	UN TO RLSE EXTERNAL LOAD.WX-COCKING.OVERCORRECTED WITH R RUDDER,ENTERED R SPIN. 10HRS FLT,LAST 24.
19771107037439A	NO ENG MALFUNCTION FOUND.
19771107038799A	MTN PEAKS OBSCURED BY FOG.
19771107039009A	ONE BATTERY CONTAINED NO ELECTROLYTE.ACTUATOR WORM GEAR,P/N 35-810076,BROKEN OFF AT SLOTTED END.
19771107039019A	LOOSE FILLER CAPS.
19771107039629A	
19771107039639A	
19771107039649A	
19771107040339A	RECOVERY DATE 11-8-77.
19771107042659A	
19771108035159A	FLOAT LNDG GEAR.CRANKSHAFT TIMING GEAR,WOODRUFF KEY PN STD-858,FAILED.
19771108035169A	SIGHTSEEING FOR HIRE.LOWER SHORT SHAFT FAILURE P/N268A 5504-3.
19771108036049A	NEW RWY USED FOR DAYLIGHT OPNS ONLY, LIGHTS NOT OPERATIONAL.
19771108040349A	R PROP SHAFT SEPD FROM CRANKSHAFT.
19771108040359A	WIND GUSTING TO 47KTS.
19771109035549A	ACFT CAME TO REST INVERTED.
19771109036749A	NR 2 PISTON ROD CAP SEPARATED INDICATING FAILURE OF ROD BOLTS.
19771109040599A	ATTEMPTED TAKEOFF FROM 1200 FT FARMER'S FIELD IN 10KT CROSSWIND CONDITION.
19771109041909A	ENG WINTERIZATION KIT NOT INSTALLED. LOW TEMP.
19771109042669A	
19771109042671A	PLT PRACTICING CROSSWIND LDGS.
19771109042672A	
19771110033849A	
19771110035569A	
19771110036059A	
19771110036069A	STEEP APCH.ENCOUNTERED TAILWIND GUST TO EST 20KTS AT 20FT AGL,SETTLED.
19771110037889A	VAC PUMP IMPROPERLY INSTALLED,OIL PUMPED OVERBOARD.
19771111034589A	VOLKSWAGEN 1600 CC ENGINE.STEEP CLIMB WITH LOW FUEL QUANTITY.
19771111034599A	ALL NR 2 CYL STUDS BRKN,CYL SEPTD.W/S SOAKED BY OIL.STRUCK POWERLINES.
19771111035579A	
19771111036759A	
19771111037449A	SEARCH FOR ELK HERDS.WX BRIEF FM OTHER PILOT.ENC GUSTY WINDS,TURBULENCE.
19771111037899A	HIT HANGAR OBST LITE.
19771111039659A	LANDED ON AIRPORT PERIMETER ROAD.FAILED TO USE HI BOOST SWITCHING FM EMPTY TANK PER OWNER MANUAL.
19771111040371A	
19771111040372A	
19771111041249A	TURNED BACK TO FLD,OVERSHOT,T/D LONG.
19771111042689A	WIND GUSTING TO 25KTS.
19771112034609A	1 TANK EMPTY.STUDENT INSTRUCTED TO SWITCH TANKS,FAILED TO DO SO.
19771112034619A	PILOT TALKING TO PAX.GOT LOW ON FINAL.RAISED FLAPS,BEGAN TO DESCEND,LOWERED FLAPS.
19771112036769A	PARTS OF PISTON PIN PLUGS FOUND IN ENG.PILOT WAS AWARE OF ENG PROBLEMS PRIOR TO FLT.
19771112037909A	
19771112037919A	
19771112040639A	OVERFLEW SUITABLE ARPTS. L FUEL GAGE INOP. DIDNT TRY GO AROUND,LOW FUEL STATE.
19771113033859A	
19771113033869A	LNDD FAST. BRAKED HARD TO PREVENT OVERRUN.
19771113035581A	
19771113035582A	
19771113036079A	PILOT LEFT THE GEAR RETRACTED TO EXTEND GLIDE WHEN APRT ASSURED NOT TIME TO EXTEND GEAR.
19771113036779A	
19771113036789A	DENSITY ALT. 10,500 FT.
19771113036799A	OVERFLEW LAKE FRONT ARPT,MISTOOK OTR LTS FOR ARPT.RADIO INTMT.PLT CERT EXPIRED 1957.
19771113036809A	
19771113036819A	COLLIDED WITH WIND SOCK POLE. NIGHT LANDING, MINIMAL LIGHTING AVAILABLE.
19771113037929A	PIC HAND PROPPED UNATTENDED AIRCRAFT.ENGINE STARTED.AIRCRAFT TAXIIED INTO PARKED AUTOMOBILES.
19771113037939A	
19771113038809A	
19771113039669A	SETTLED BACK TO RWY,CONTINUED INTO TREES.
19771113040649A	
19771113043449A	
19771114036829A	
19771114040389A	
19771114042699A	
19771115035591A	CATTLE ON ARPT.SAGE BRUSH BLOCKED VIEW BETWEEN RUNWAY & TAXIWAY.OTHER PILOT LANDED ON TAXIWAY.
19771115035592A	PILOT LANDED ON PARALLEL TWY.SAGE BRUSH BLOCKED VIEW BETWEEN TWY & RUNWAY.CATTLE ON AP.
19771115035609A	
19771115036839A	
19771115036849A	
19771115041919A	COMPLETE IN-FLIGHT BREAKUP.
19771115042709A	AFT END OF LEFT MUFFLER FAILED AT BALL END ALLOWING EXHAUST FLAME INTO ENGINE COMPARTMENT.
19771115043581A	
19771115043582A	
19771116036859A	FLOAT EQUIPPED ACFT CONTACTED UNKNOWN OBJECT WHILE ON STEP SLOWING DOWN.
19771116036869A	1800FT SOD STRIP.
19771116036879A	
19771116039029A	
19771116040399A	
19771117041929A	
19771118036089A	CRASHED SHORT OF RWY IN GRAVEL PIT.
19771118036889A	UN MAINTAIN LIFT.MOUNTAINOUS TERRAIN.
19771118036899A	BOLT MISSING.NR 2 CONNECTING ROD CAP SEPTD. TOTAL TIME NR 2 CONROD- 146HRS.
19771118036909A	
19771119034629A	OPEN FIELD.
19771119034639A	
19771119036099A	
19771119036919A	
19771119036929A	AILERON CABLE P/N0510105-16 FAILED ON TAKE OFF
19771119036939A	PEAK GUST 30KTS.
19771119037459A	
19771119037949A	APRX 2000 LBS OVR MAX GWT.
19771119038819A	LNDD IN FIELD TO LOCATE POSITION.DRIFTED INTO TREES.
19771119042719A	
19771120035559A	AIRMET WARNED OF TURBC & 30KT WINDS BELOW 2000FT AGL.
19771120036109A	COLLIDED WITH CORN CROP.
19771120036119A	GUSTY WIND CONDITION ON LANDING.
19771120036949A	SELECTED 10DEG FLAPS AFTER TKOF,RELEASED SELECTOR,FLAPS CONT TO FULL DOWN.
19771120036959A	
19771120039039A	FIRST SUPERVISED SOLO.
19771120039679A	
19771120039689A	
19771121036129A	
19771121036969A	
19771121036979A	
19771121036989A	WND GUSTING 40
19771121038829A	
19771122035619A	AMPHIBIOUS.
19771122036999A	NR 6 CYL BARREL FAILED.
19771122037149A	LEFT FUEL TANK FOUND EMPTY,FUEL SEL ON LEFT TANK. RIGHT TANK FULL WITHIN 2INCHES OF TOP.
19771122037469A	COWS ON ONE SIDE OF RWY TRIED TO JOIN COWS ON OTHER SIDE.
19771122037959A	NO NIGHT TRAINING.BLOOD ALCOHOL LVL 0.179 . UNAUTHORIZED FLT.
19771122043469A	
19771123036139A	ATTMPTD GO AROUND WITH CARB HEAT ON,FLAPS 30 DEG
19771123037159A	PILOT GRND LOOPED ACFT ON ABORTED TAKEOFF TO PREVENT GOING OVER CLIFF AT END OF RWY.
19771123037969A	PLT RPTS 85MPH STAB APCH,ENCTRD WIND SHEAR.ROLLED RT,STRUCK W/TIP,RCVRD,LNDD ON RWY.PART PWR RCVRY
19771123037979A	NIGHT LANDING. LEFT SIDE RWY LIGHTS OFF. RIGHT SIDE LOW INTENSITY.
19771123037989A	
19771123038939A	
19771123040659A	STRUCK PILE OF GRAVEL ON RANCH RD.
19771123043139A	PLT NOT CURRENT FOR INSTRUMENT FLT.
19771123043329A	HIT MTN 1600FT MSL AFTR MISSED APCH.
19771124035629A	
19771124037009A	LNDD IN MUDDY CORN FIELD.
19771124037019A	
19771124037029A	
19771124037039A	
19771124037169A	
19771124037999A	
19771124038009A	
19771124040669A	STDNT PLT/OWNER AT CTLS.PIC NOT A CFI.
19771124042729A	
19771124043339A	
19771124043429A	STEEL REINFORCED CONCRETE WALL.
19771125035639A	
19771125036149A	
19771125036159A	PLT RPRTD ELEV JAMMED.NO PRE-IMPACT MALF FOUND.PLT STATED CTL LOCK WAS REMOVED PRIOR TO TKOF.
19771125037049A	AIRPORT HAD FLASHING YELLOW CONSTRUCTION LIGHTS ON RUNWAY EDGE.AUTO HEADLIGHTS USED AT THRESHOLD.
19771125038019A	SETTLING WITH POWER.PEAK GUSTS TO 60 KTS.
19771125038029A	CRACKED RT MLG ACTUATOR P/N 1281000-2,S/N 331.
19771125038839A	
19771125040409A	LAST ANNUAL RECORDED 11/11/76,168 HRS FLOWN SINCE. AD FOR MAG TIMING CHANGE NOT COMPLIED WITH.
19771125040679A	TKOF RWY 26.PLT THOUGHT HE HAD PWR LOSS,MADE DOWNWIND TURN BACK TO ARPT.D/A 4000FT.
19771125041939A	NCOUNTERED RAIN,SLEET,TURBC ON BASE LEG.
19771125042739A	
19771125043479A	DAMAGE & INJURY INDEX PRESUMED.
19771126036169A	2ND SOLO IN TAILWHEEL-EQUIPPED ACFT.
19771126036179A	GUSTS TO 23 KTS. RWY IS 75FT WIDE, PLOWED OPEN FOR 37FT DOWN MIDDLE.
19771126037059A	
19771126037069A	PLT FAILED TO TURN ON BOOST PUMP AFTER SWITCHINGTANKS.
19771126037179A	MIL WX BRIEFING.
19771126037189A	GASCOLATOR LEAKING,CAUSE NOT DETERMINED.LANDING GEAR STRUCK A GOPHER HOLE.
19771126037199A	
19771126037479A	
19771126038039A	1 PAX IN BAGGAGE AREA,NO SEAT BELT.AC OVER MAX WT,CG UNKNOWN.
19771126039699A	
19771126040689A	#4 CONROD & BEARING SEPD.ENG SCORED & DISCOLORED.EMERG FIELD NEARBY.
19771126040699A	
19771126041949A	
19771126042749A	
19771127035649A	COAT SLEEVE CAUGHT THROTTLE.LEFT RWY.
19771127036189A	FOREIGN MATTER CAUSED MALFUNCTION OF PRESSURE RELIEF VALVE. LND BESIDE BUSY HIWAY.
19771127037079A	ICE PRESENT ON LEADING EDGES OF WINGS.
19771127037209A	LANDED IN SOYBEAN FIELD.
19771127038049A	WIND GUSTING TO 22KTS.
19771127038339A	ENRT AT EST 100FT AGL,LOW CEILING OVERHEAD.MADE TURN IN SNOW SHOWER.
19771127039709A	NOSE WHEEL DUG IN MUD.
19771127039719A	
19771127040419A	
19771127040709A	ICE & SNOW ON WINGS.HIT FENCE,CONTINUED DEPARTURE.CRASHED AT 11800FT MSL.RECOVERED 11/29/77.
19771127040719A	
19771127041959A	
19771127041969A	FORCED LANDING ON HWY.
19771127042759A	WITNESS OBSERVED APPROX 3IN ICE PROTRUDING FROM LEADING EDGE OF WING.
19771128035659A	ELBOW FITTING CONNECTING MAIN FUEL HOSE TO CARBURETOR FAILED,ALUMINUM PART SHOULD HAVE BEEN STEEL.
19771128037089A	
19771128037219A	
19771128038059A	PEAK GUSTS 18 KTS.
19771128039729A	
19771128040849A	NO REMARKS
19771129037099A	BRAKEING ACTION REPORTED AS POOR TO PLT BY TOWER BEFORE TKOF.
19771129038069A	
19771129039049A	
19771129039059A	
19771129039739A	ARPT UNATTENDED. ACFT STRUCK CULVERT IN GRASS AREA ALONGSIDE RWY.
19771129041979A	WITNESSES RPTD ACFT NR TREETOP LVL 3MILES FM ARPT.LOW CLOUDS AND FOG VICINITY ACDT SITE.
19771129042779A	ALTIMETER AND AIRSPEED INDICATOR NOT HOOKED UP.
19771130036199A	FLEW INTO SNOWSTORM.WIND GUSTING TO EST 40KTS.
19771130037229A	
19771130037239A	PILOT REPORTED ALTERNATOR FAILURE.
19771130037249A	HIT TOPS OF TREES WHILE FLYING IN MOUNTAINOUS TERRAIN AT LOW ALTITUDE.
19771130037259A	
19771130039069A	PLT AT CTLS UNK.
19771130040729A	EXPERIENCED ELECTRICAL FAILURE AFT TKOF.UN RESTART ENG,FUEL AVAILABLE IN OTHER TANKS.
19771130041259A	PAX OBSERVED ALT WELL BLO 300FT.HIT TREES INVERTED.
19771130041989A	
19771201036209A	WET GRASS RWY. HIT SAWHORSE OFF END OF RWY.
19771201037109A	
19771201037269A	PLT FLEN 4.1 HRS ON PLANNED 2.5 HR FLIGHT.ENCOUNTERED 50KT HEADWIND ENROUTE.
19771201037489A	BOTH PLTS THOUGHT OTHER PLT WAS FLYING ACFT. SANK IN OCEAN.
19771201038349A	NO ENG OR SYSTEM MALFUNCTION FOUND.BOTH ENG SHUTDOWN.HIT GRD AFTER SPIN RECOVERY.
19771201039079A	
19771201039749A	LDG GEAR IMPROPERLY RIGGED.
19771201041269A	
19771201041999A	AFTER #1 ENG SHUT DOWN ENCRTD COMPRESSOR STALL,MOD ELECT SYS CAUSED HIGH RPM IND.DEC RPM THEN AUTO
19771201042789A	
19771202036219A	USING ROUGH PASTURE AS LANDING STRIP.FAILED TO CLEAR DITCH BANK.
19771202037279A	WIND GUSTING TO 25KTS.
19771202037499A	
19771202038079A	ACFT OBSERVED FLYING VERY LOW DURING APPROACH.
19771202038359A	ENG FAILED INTERNALLY. LDG ON FREEWAY.
19771202038369A	TWR TOLD PLT TO HOLD SHORT OF RWY OR EXPEDITE TKOF. PLT OVER CONTROLLED. DMGD FUSELAGE.
19771202039089A	ENG OIL FILTER BOWL NOT PROPERLY SEATED ON GASKET.
19771202039759A	
19771202040429A	UP LOCK SOLENOID FAILED TO RELEASE.CESSNA SER LTR SE 76-24 NCW
19771202042009A	
19771203036229A	OFF AIRPORT OPERATION
19771203036239A	
19771203038089A	INSTRUCTOR ELECTED TO TERMINATE SIMULATED FORCED LNDG AT ALT TOO LOW TO RECOVER.
19771203038099A	
19771203038371A	
19771203038372A	WRONG UNICOM FREQUENCY
19771203039099A	
19771203040439A	SNOW/ICE IN FUEL TANK VENT LINE.ICE IN GASCOLATOR,CARB BOWL EMPTY.ACFT KEPT OUTSIDE.RECENT SNOW.
19771203040731A	
19771203040732A	N9564V ON VFR RADAR VECTOR TO TUCSON INTL ARPT.
19771203040749A	HIT 2 FT BERM ON RWY. DMGD WINGS.
19771203041279A	WX BRIEFED BY LCL ARPT OPERATOR AND RELATIVES.
19771203042019A	GR SELECTOR SOLENOID SHORTED,CB POPPED.PLT SHUTDOWN ENG ON FINAL APCH,UNABLE TO REACH ARPT.
19771203042029A	
19771203042799A	
19771203042809A	BALLOON STRUCK TREES,WIRES.SLOW RESPONSE FM COLD PROPANE TANK.
19771203043129A	
19771204036249A	
19771204036259A	WET GRASS RWY.
19771204037289A	
19771204037299A	
19771204037509A	MAGNETO BENDIX D4LN-2021,P/N 10-3-53110,FAILED.AD 77-17-07 NOT COMPLIED WITH.SINGLE DRIVE UNIT.
19771204037519A	DENSITY ALT 7500FT. PLT RCVD WIND INFO FROM PREV LDG ACFT.
19771204037529A	SIMULATED FORCED LDG.
19771204038109A	DIRT AND DEBRIS FOUND IN GASCOLATOR.
19771204039769A	STUDENT PLT LEFT SEAT, PRIVATE PILOT RIGHT SEAT.OPEN FIELD NEAR.
19771204040759A	TURNED BACK TO LAND ON RWY 33.UNABLE.T/D ON SOFT GRD.
19771204041289A	
19771204041299A	
19771205036269A	WIND GUSTING TO 25KTS.
19771205037309A	GUSTS 25KTS.
19771205037539A	
19771205038389A	BWI WX FCSTD IFR AFTR 0800.ALL INST MOUNTED FRNT PANEL,I/P REAR SEAT.NO DE-ICE/ANTI-ICE EQPT.
19771205039109A	
19771205039779A	
19771205039789A	DURING INST FLT,BOTH ENG LOST POWER CAUSED BY SNOW BLOCKING ENG AIR FILTERS,ALT AIR NOT USED.
19771205040769A	1ST FLT INTO 1500FT STRIP.HIT ROCKS AT END.
19771205042039A	
19771205043099A	ONE ROW OF RUNWAY EDGE LIGHTS INOPERATIVE AND RT SIDE OF RWY NOT PLOWED TO FULL WIDTH.
19771206037119A	18HRS SINCE ANNUAL.
19771206037549A	ILLICIT TRANSPORTATION OF A CONTROLLED SUBSTANCE.HIT HILLSIDE.1 GAL FUEL FOUND IN EXTRA AUX CELL.
19771206037559A	PILOT FAILED TO TURN ON ALTERNATORS.
19771206038119A	
19771206038399A	PLT STATED HE DROVE TRUCK DOWN RWY TO CHECK IT PRIOR TO TKOF.
19771206040779A	ENCONTER ICING AFTR TKOF,RETURNED.STALLED ONTO RWY CIRCLING FOR LDG.
19771206040789A	LNDG GEAR-FLOATS W/WHEELS.LDG ON FREEWAY.MANEUVER TO AVOID WIRES,TRAFFIC.
19771207037569A	LIFTING CRABPOTS W/NYLON LINE,GRAPNEL HOOK SLIPPED,LINE REBOUNDED INTO TAIL ROTOR.
19771207037579A	ATTMPTD GO AROUND WITH CARB HEAT ON. SETTLED IN SWAMP.
19771207038129A	L GR LOCK PIN MALFUNCTIONED.
19771207039799A	
19771207040809A	MC CAULEY PROP E2A34C73 SN 705702
19771208037129A	LOW APPROACH TO LDG ACFT STRUCK GRAVEL TRUCK SEVERED LEFT MAIN GEAR.
19771208037139A	
19771208038409A	STRUCK RIDGE OF ICE ON RUNWAY COVERED WITH SNOW.
19771208039809A	
19771208040799A	
19771208041309A	PLT BLOOD ALCOHOL 206MG ,STOMACH CONTENTS 400MG .RECOVERY DATE 12/9/77.
19771209037589A	ARPT IFR WITH NO INST APCH AVAIL.
19771209038139A	
19771209038149A	
19771209040819A	OFF AIRPORT OPERATION
19771209043219A	RT FUEL GAGE READ EMPTY,LT READ 7/10THS FULL.
19771210038159A	
19771210039119A	LANDING ON ROAD.WHEEL HIT SOFT SAND.
19771210039129A	PLT SELECTED HWY INSTEAD OF AVAIL FLDS FOR LDG.
19771210040829A	
19771210043349A	WIND WAS GUSTING TO 30 KNOTS.
19771211036279A	
19771211037599A	
19771211037609A	SIM ENGINE-OUT APCH.ENG QUIT WHEN THROTTLE ADVANCED.
19771211037619A	
19771211038169A	ATTEMPTED LANDING ON ROAD.HIT POWER LINES.
19771211039819A	
19771211039829A	WND GUSTING 35K
19771211040449A	AIRCRAFT DAMAGED AND INDEX PRESUMED.
19771211041319A	CAUSE OF COMM FAILURE UNK.FLEW INTO OBSCURED MTN SLOPE.
19771211042049A	
19771211042819A	
19771211042829A	(.4) NO NARRATIVE
19771212036289A	ACFT HIT SNOW SHORT OF RWY.
19771212037629A	
19771212037639A	LDG GR P/N NAS152-88 FAILED DUE CORROSION.
19771212038179A	ICE/WATER ON RWY.ACFT DRIFTED OFF R SIDE INTO ROCKS.GUSTS TO 30KTS.
19771212040839A	RAN R TANK DRY.APRX 2IN ICE ACCUMULATED.NO DEICING EQPT.
19771212040859A	ENCTRD ICING COND,APRX 3 1/2 IN RIME ICE ON LEADING EDGES OF BOTH WINGS.
19771212041329A	PILOT'S CERTIFICATE WAS SUSPENDED EFF 11/1/77.
19771213037649A	PILOT MADE TAKEOFF FROM RIGHT SEAT WITH RUDDER PEDALS STOWED.PEAK GUSTS 15 KTS.
19771213037659A	WIND GUSTING TO 22KTS.
19771213038189A	
19771213038419A	PEDAL TO T/R GEAR BOX CTL CABLES REVERSED.
19771213039839A	NITE VFR ON-TOP.FOG OVER ARPT,LNDD IN FOG.
19771213039849A	SWERVED DURING TOUCH AND GO ABORTED TAKE-OFF
19771213039859A	
19771213040459A	
19771213042059A	70GALS R TANK,L TANK EMPTY.
19771213042839A	RUDDER,R AIL CTL LOCKS INSTALLED.REAR CG AFT OF OPTIMUM RANGE BUT FORWARD OF REARMOST LIMIT.
19771214038199A	
19771214038209A	GEN SWITCHES OFF. NO GR MALFUNCTION FOUND.
19771214038219A	PROPELLER,HARTZELL HC C2YKIA,PITCH CHANGE BLOCK,P/N 2217,FROZEN ON TEFLON BUSHING.
19771214039139A	LNDD IN MOBILE HOME PARK.
19771214039869A	LOST ALT DRG TURN.
19771214039879A	ACFT NOT EQUIPPED FOR FLT INTO ICING CONDITIONS.1/2 TO 1&1/4IN ICE FOUND ON VERTICAL STABILIZER.
19771214039889A	DENSITY ALTITUDE 7200 FT.PILOT DID NOT LEAN MIXTURE.
19771214040469A	
19771214040479A	STUDENT HAD FEET ON BRAKES.
19771214040489A	IDENTIFIABLE AUX FUEL TANK LOCATED 12/16/77. NO FURTHER WRECKAGE OR PLTS BODY RECOVERED.
19771214040869A	LEFT FUEL PUMP MALADJUSTED,FAILED TO RETRACT GEAR,FLAPS,FEATHER PROPELLER FOR GO AROUND.
19771214040879A	
19771214041339A	SANK IN PACIFIC OCEAN.
19771214041349A	
19771214042069A	SAND DUNE. WITNESS STATED TORNADO TOUCHED DOWN APPROX 3 MILES NORTH OF A/P.
19771214042849A	WIND GUSTS TO 25K.
19771215037669A	TWR ADVISED PLT OF WIND PRIOR TO TAXI.35KTS GUSTING TO 45KTS.
19771215039149A	LEFT HAND TRANSMISSION SPINDLE SECURING NUT AND WASHER MISSING,NO COTTER PIN FOUND.
19771215039899A	RUNWAY/STRIP LIGHTS AND VASI.WEST SIDE RNWY LIGHTS OBSCURED BY SNOW.
19771215039909A	HARD LANDING,2ND LNG HARD-TAIL BOOM CUT OFF BY MAIN ROTOR BLADE
19771215042859A	
19771216038229A	
19771216038439A	GO-AROUND FM SIMULATED EMERG LNDG.
19771216039919A	LD IN FARM FIELD
19771216039929A	
19771216040889A	LEFT FORWARD BAGGAGE DOOR OPENED DURING LIFT-OFF.
19771216041359A	GUSTING TO 30KTS.
19771216042079A	
19771216042869A	PILOT TRIED TO CLOSE & SECURE DOOR THAT OPENED.PILOT'S LEFT HAND INJURED BY PROP.
19771217038239A	
19771217038249A	LNDD ON PVT STRIP COVERED WITH CRUSTED SNOW.NOSE GR BROKE THRU CRUST AND COLLAPSED.
19771217038849A	WNDS GUSTING 22K
19771217041369A	L PROP GOV DRIVE GRS FAILED.R ENG,OP AT FULL PWR FAILED OVER WATER SHORT OF ARPT.LNDD ON REEF.
19771217042089A	DRIVER OF SERVICE VAN RAN INTO ACFT AT TAXIWAY &SERVICE RD INTERSECTION
19771217042099A	AIRCRAFT PLACARDED FOR DAY VFR ONLY,BLOOD-ALCOHOL LEVEL .17 PERCENT.
19771217042109A	
19771217042879A	PILOT STRUCK PLOWED FIELD DURING EMERGENCY LNDG.
19771217042889A	
19771217042899A	
19771217043459A	
19771217043489A	RAN MAINS DRY.AUX TANKS FULL.FLEW 7 MINUTES AFTR MISSED APCH WITHOUT REPORTING.
19771218037679A	HIGH SPEED TAXI. TAXIWAY HAD BUMPS ON IT.
19771218038449A	UNABLE TO CONT FLT.SUSP CARB ICE.LAND ON FROZEN POND.OVERRAN INTO FENCE.
19771218038459A	
19771218038859A	
19771218039939A	
19771218040499A	SOLO ENDORSEMENT EXPIRED.STRUCK DITCH BESIDE RUNWAY.
19771218040899A	
19771218040901A	TREES AND HANGAR OBSTRUCTED VIEW OF TRAFFIC ON OTHER RWY.NO RADIO INSTALLED.
19771218040902A	TRANSMITTED INTENTIONS.
19771218041379A	
19771218041389A	
19771218041399A	PLT LANDED ON ROAD WHICH HAD MARGINAL CLEARANCE.
19771219038469A	PLT BOUNCED ON LDG,BEGAN RECOVERY. IP TOOK OVER & RETRACTED GR.
19771219038539A	
19771219038549A	
19771219042119A	HELICOPTER FLOAT EQUIPPED.WINDS GUSTING TO 30 KTS.A/C DAMAGE AND PILOTS INJURY PRESUMED.
19771219042129A	
19771219042139A	
19771219042449A	L HAND TUBE ASSEMBLY BROKE. DMG FUSELAGE FORWARD OF TAIL SECTION.
19771219042909A	
19771220038559A	ATTMTD AUTOROTATION DUE LOUD NOISE. COLLECTIVE WAS INOP. WRONG TRANSMISSION INSTALLED.
19771220038869A	WND GUSTING 30K
19771220040919A	
19771220043359A	DURING LATTER PORTION OF APP L ENG WAS ALLOWED TO SPOOL DOWN LOWER THAN RT ENG.
19771221038259A	
19771221038879A	R SEAT TKOF. R RUDDER PEDAL COLLAPSED.
19771221038889A	PILOT OVERSHOT RUNWAY TURNING FINAL
19771221040509A	
19771221040929A	SHEEP ROUND UP-LOOSE TOOLS JAMMED CONTROL COLUMN
19771221042149A	WRECKAGE NOT RECOVERED FOLLOWING DITCHING,PILOT DID NOT USE CARB HEAT.
19771221042159A	DUST IN AIR.DRIZZLE STARTED AS ACFT TOOK OFF.MUDDY PCPN COLL ON WINDSHIELD RESTRICTING FWD VSBY.
19771221042919A	
19771222037689A	
19771222038569A	WND GUSTING 20KTS.
19771222039949A	GROUND SERVICE TUG FAILED TO YIELD RIGHT OF WAY.
19771222039959A	
19771222040519A	
19771222040529A	
19771222042169A	AERIAL LOGGING.LEFT TRANSMISSION LIFT LINK STRUT PN 24-28030-1,FRACTURED. AD 70-18-4 NCW.
