c5	remark
19800825077079I	GROUND SPOILERS DEPLOYED DURING FLIGHT. CREW DISABLED SYSTEM. LANDED SAN JUAN, NO PROBLEM.
19800825082769I	PILOT RAN OUT OF FUEL DURING SOLO CROSS COUNTRY FLIGHT.
19800825082839I	DRIVE MOTOR FAILED WHICH RESULTED IN HYDRAULIC FLUID LOSS.
19800825086559I	NOSE GEAR FORK AND AXLE SEPARATED FROM THE NOSE STRUT DURING LANDING ROLL.
19800826037739A	STUDENT ABORTED TAKEOFF PORTION OF TOUCH & GO ON LAST 800 FEET OF RUNWAY. RAN OFF END INTO A DITCH.
19800826037749A	AG PILOT HIT TREES ON PULL DURING SWATH RUN. CRASHED IN ADJOINING FIELD.
19800826037759A	ENGINE RPM RED LINED, OIL PRESSURE ZERO. ENGINE SEIZED. LANDED IN TALL CORN. FOUND ENGINE OIL PUMP HAD FAILED.
19800826037809A	WING HIT TREE. LANDING ON ROAD. TOOK OFF ENGINE. LOST POWER, CRASH-LANDED. FOUNDWATER IN FUEL. BURNED MAG P LEAD.
19800826038129A	ENGINE LOST POWER AND AIRCRAFT NOSED OVER IN DITCH DURING EMERGENCY LANDING.
19800826038719A	STUDENT PILOT CRASHED DURING TAKEOFF, AFTER AIRCRAFT ENGINE QUIT. INVESTIGATION REVEALED FUEL EXHAUSTION.
19800826038869A	ENGINE LOST POWER ON CLIMB. TRIED TO MAKE 180 AT LOW ALTITUDE. DRAGGED WING ON GROUND. CAUSE POWER LOSS UNKNOWN.
19800826038989A	AG PILOT ATTEMPTED DOWNWIND TAKEOFF AND STALLED AIRCRAFT INTO WIRES.
19800826039289A	LIFTED OFF MOUNTAIN TO HOVER. HELICOPTER SETTLED. SKID HIT LOG. CRAFT ROLLED OVER. FACTORS; OVERGROSS, ALTITUDE.
19800826039829A	PILOT MADE EMERGENCY LANDING ON WATER. HELICOPTER SHORT SHAFT HAD FAILED.
19800826040889A	
19800826040959A	PASSENGERS OFF-LOADED WITH ROTORS TURNING. PILOT SECURED CONTROLS. GOT OUT, HELICOPTER FELL OFF HELIPAD.
19800826057559A	WIRES SHORTED OUT. MELTED HYDRAULIC LINE, CAUSED FIRE IN CABIN AREA. LANDED SAFELY.
19800826065579I	DURING TAXI FROM LANDING TWO ENGINES INGESTED FRESHLY MOWED GRASS. CLEANED OUT BY MAINTENANCE.
19800826065589I	NOSE GEAR RETRACTED AFTER TOUCHDOWN. NO MECHANICAL FOUND, PILOT DENIED ACCIDENTAL RETRACTION.
19800826065599I	PILOT INADVERTENTLY SELECTED LANDING GEAR UP BEFORE BECOMING AIRBORNE.
19800826065609I	FLIGHT INSTRUCTOR INITIATED INSTRUCTIONAL FLIGHT WITH LOW FUEL. RAN OUT.
19800826065619I	ENGINE LOST POWER AND STOPPED DUE TO FUEL EXHAUSTION. FUEL GAUGE INDICATED 1/2 TANK.
19800826065649I	MANIFOLD PRESSURE DROPPED 8 INCHES AFTER TAKEOFF. LOOSE NUT ON WASTEGATE TO VARIABLE ABSOLUTE PRESS. CONTROLLER.
19800826065659I	PILOT MADE HARD LANDING, BOUNCED, PORPOISED. DAMAGED PROPELLER AND NOSE GEAR.
19800826065669I	PILOT MADE PECAUTIONARY LANDING DUE TO ROUGH RUNNING ENGINE. REPLACED BROKEN INTAKE CLAMP AND DEPARTED.
19800826065679I	PILOT MADE A HARD LANDING, DAMAGING PROP, COWL AND LANDING GEAR.
19800826065689I	AIRCRAFT CAPTAIN STRICKEN WITH STOMACH PAINS. FIRST OFFICER DECLARED AN EMERGENCY AND LANDED
19800826067589A	AIRCRAFT CRASHED EN ROUTE TO SPRAY CROPS. INVESTIGATION REVEALED ENGINE FAILURE.
19800826078209A	TOOK OFF, TURNED BACK ON CLIMB OUT BUZZED RUNWAY, STALED ON PULL UP, ENTERED SPIN. OVER GROSS WEIGHT ON TAKEOFF.
19800826080979I	LOADED AIRPLANE, HOT DAY. AIRPLANE LIFTED OFF, SETTLED BACK, FORCED OFF, SETTLED INTO A RIVER, SANK.
19800826081869I	AN INTOXICATED PASSENGER GAINED ACCESS TO THE COCKPIT. WAS RETURNED TO HIS SEAT. TALKED OF CUBA. LATER ARRESTED.
19800826082259I	PILOT TAXIED OFF AN UNLIGHTED TAXIWAY, ONTO A GRASS AREA AND INTO A DITCH.
19800826082699I	HELICOPTER BEING FERRIED FOR FUEL BOOST PUMP REPAIR, FUEL SUPPLY BELOW REQUIRED MINIMUM. ENGINE FLAMED OUT.
19800826083199I	UNCERTIFICATED PILOT RAN OUT OF FUEL, LANDED AT A NAVAL AIR STATION.
19800826085839A	FORGOT TO LOWER FLAPS FOR RIVER TAKEOFF. STRUCK RIVER BANK AT BEND IN RIVER.
19800827037469A	AG PILOT CRASHED ATTEMPTING EMERGENCY LANDING AFTER ENGINE MALFUNCTION.
19800827037619A	PILOT ATTEMPTED FORCED LANDING WHEN TRANSMISSION CLUTCH DISENGAGED FROM ROTOR BLADE.
19800827037679A	GRAPPLING HOOK ON BANNER TOW PICK UP WRAPPED ON ELEVATOR, JAMMING SAME, NOSE DOWN AIRPLANE NOSED OVER LANDING.
19800827037929A	BALLOON PILOT MADE HARD LANDING IN ORDER TO AVOID HIGH TENSION LINES. ONE PASSENGER INJURED.
19800827038589A	REPORTED POWER LOSS & SURGING IN BOTH ENGINES IN CLIMBOUT OVER OCEAN. DITCHED. CAUSE OF ENGINE MALUNCTION UNKNOWN.
19800827038629A	DESCENDED BELOW MINIMUM DESCENT ALTITUDE. STRUCK TREES ONE AND A HALF MILES FROM RUNWAY. WEATHER BELOW MINIMA.
19800827038679A	COLLIDED WITH GROUND VEHICLE WHILE TAXIING FOR TAKEOFF. PILOT AND VEHICLE DRIVER NOT LOOKING.
19800827038689A	LOW ON FUEL DIVERTED TO ANOTHER AIRPORT RAN OUT OF FUEL ENROUTE, LANDED IN CITY STREET. HIT PARKING METERS, ETC.
19800827038709A	TRIED TO DEPART ON SOFT STRIP, HIGH GRASS. MADE PREMATURE LIFTOFF. UNABLE TO CLIMB. STRUCK FENCE AT END OF RUNWAY.
19800827039299A	ENGINE STARTED WHILE HAND-PROPPING. AIRPLANE MOVED FORWARD, STRUCK HANGARS & VEHICLE. MAGS CHECKED O.K.
19800827039549A	RIGHT MAIN LANDING GEAR SEPARATED FROM AIRPLANE DURING TAKEOFF ROLL. ATTACH BOLT WORN SMOOTH, NUT MISSING.
19800827040409A	ENGINE QUIT EN ROUTE TO SPRAY FIELD. FOUND BROKEN EXHAUST PUSH ROD IN ENGINE.
19800827044499A	LEFT MAIN GEAR COLLAPSED ON TOUCHDOWN. FOUND ROOT IMBEDDED IN RUNWAY AT TOUCHDOWN POINT.
19800827065699I	69 YEAR OLD PILOT FORGOT TO EXTEND THE LANDING GEAR. HE WAS TERMINATING AN 18 HOUR DAY, INCLUDING 9 HOURS FLT TIME.
19800827065709I	FLIGHT TERMINATED, RETURNED DUE TO ROUGH RUNNING ENGINE. FOUND A BENT INTAKE PUSH ROD.
19800827065719I	PILOT LOST DIRECTIONAL CONTROL AFTER CROSSWIND LANDING.
19800827065729I	INSTRUCTOR'S ATTENTION DIVERTED AFTER TOUCHDOWN, STUDENT RAISED GEAR SWITCH.
19800827065739I	LOUD NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. IDLER BELL CRANK BROKEN.
19800828037499A	AIRCRAFT CRASHED WHEN PILOT ATTEMPTED EMERGENCY LANDING DUE TO FUEL EXHAUSTION.
19800828037899A	ENGINE LOST POWER AFTER SPRAY OPERATION. FOUND THROTTLE CONTROL SEPARATED. AD ON THROTTLE NOT COMPLIED.
19800828037909A	GEAR RETRACTED DURING TAKEOFF RUN. SUSPECT GEAR SELECTOR IN UP POSITION.
19800828037919A	AIRCRAFT CRASHED DURING LOW-LEVEL POWER-LINE INSPECTION. PILOT COULD NOT RECALL DETAILS OF CRASH.
19800828038171A	PILOT BEGINNING TAKEOFF ROLL COLLIDED WITH LANDING AIRPLANE, N9173W.
19800828038172A	WHILE LANDING, COLLIDED WITH N1285W WHICH WAS ON TAKEOFF ROLL IN OPPOSITE DIRECTION.
19800828038609A	CRASH OCCURRED DURING EMERGENCY LANDING AFTER ENGINE FAILED.
19800828038739A	CRASH OCCURRED DURING EMERGENCY LANDING DUE TO FUEL EXHAUSTION.
19800828038929A	PILOT CLAIMS POWER LOSS AFTER TAKEOFF. NO REASON GIVEN DURING INVESTIGATION.
19800828039009A	TOUCHDOWN ON LAST THIRD OF RUNWAY. RAN OFF END INTO BUSHES AND TREES.
19800828039059A	PILOT ALLOWED AIRCRAFT TO HIT GROUND TOO HARD LANDING ON SHORT, ROLLING, PRIVATESTRIP.
19800828039399A	AIRCRAFT CRASHED SHORTLY AFTER TAKEOFF. INSTRUCTOR AND STUDENT ON BOARD. FUEL EXHAUSTED.
19800828039649A	AIRCRAFT CRASHED INTO MOBILE HOME. NO REASON WAS DETERMINED FOR THE CRASH. WITNESS COULD HEAR NO ENGINE NOISE.
19800828039659A	FLYING AT LOW ALTITUDE AT NIGHT. ILLEGAL DRUG OPERATION.
19800828042329A	PILOT LANDED TOO FAST AND TOO FAR DOWN RUNWAY. OVERSHOT AND RAN OFF END OF RUNWAY.
19800828065399I	PILOT REPORTED FAILURE OF RIGHT AND LEFT GENERATORS WITHIN 20 MINUTES OF EACH OTHER.
19800828065409I	PILOT REPORTED DIRECTIONAL GYRO INACCURATE, THEN IT QUIT. CENTER VECTORED HIM TO RUNWAY.
19800828065419I	HELICOPTER PARKED ON TRUCK WITH ENGINE IDLING, VIBRATION CAUSED IT TO SLIDE OFF TRUCK.
19800828065429I	INITIAL STEEP CLIMB TO 30 OR 40 FEET, LEVELED OFF, PORPOISED, FELL TO RUNWAY.
19800828065439I	EXPERIENCED RAPID DECOMPRESSION IN LEVEL FLIGHT. CAUSE UNDETERMINED.
19800828065449I	PILOT KNEW HE WAS OUT OF FUEL THEN ENGINE QUIT.
19800828065459I	ENGINE QUIT ON APPROACH. PROBABLE CARBURETOR ICE.
19800828065499I	PILOT RETRACTED LANDING GEAR INSTEAD OF FLAPS.
19800828065509I	PILOT FORGOT TO EXTEND LANDING GEAR.
19800828065519I	PILOT FAILED TO FOLLOW APPROVED PROCEDURES. ENTERED CONTROL ZONE WITHOUT CLEARANCE.
19800828065529I	ENGINE FEATHERED DUE TO RISE IN OIL PRESSURE AND SURGING. OIL SCREEN ON SCAVENGER PUMP CLOGGED.
19800828065549I	UNIDENTIFIED PERSON OBSERVED SHOOTING AT AIRCRAFT. NO DAMAGE FOUND.
19800828065559I	PILOT MADE UPHILL PASS OVER LANDING STRIP AND COULD NOT CLIMB OUT. MADE A FORCED LANDING WITH MINOR DAMAGE.
19800828065569I	FIRE DISCOVERED ABOARD IN CARGO AREA DURING PREFLIGHT. NO PROTECTED COVERS ON LIGHT BULBS IN CARGO SECTION.
19800828065769I	ENGINE STOPPED 5 MINUTES AFTER TAKEOFF, AIRPLANE SETTLED INTO TUNDRA. SUSPECT WATER IN FUEL.
19800828065849I	PILOT THOUGHT HE HAD HIT SOMETHING ON TAKEOFF, MINOR SKIN DAMAGE ON WING. NOTHING COULD BE FOUND.
19800828067279A	ENGINE LOST POWER SURGED, BACKFIRED, CRASH LANDED ON GOLF COURSE. CAUSE OF ENGINE POWER LOSS UNDETERMINED.
19800828077119I	ENGINE POWER LOSS AFTER TAKEOFF, LANDED IN CANE FIELD. SUSPECT FUEL CONTAMINATION.
19800828080929I	INSTRUCTOR AND STUDENT FAILED TO EXTEND GEAR FOR LANDING.
19800828081469I	LOST DIRECTIONAL CONTROL DURING TOUCH AND GO AND STRUCK RUNWAY LIGHT.
19800828081569I	FAILED TO EXTEND GEAR BEFORE LANDING.
19800828088529I	PITOT TUBE OBSTRUCTED. STUDENT PILOT ABORTED TAKEOFF DUE TO PERCEIVED SLOW ACCELERATION. BLEW A TIRE OFF RUNWAY.
19800828089901I	PILOT TAXIED ONTO RUNWAY AS N272K ROLLING OUT. LEFT WING STRUCK WING STRUT OF OTHER AIRCRAFT.
19800828089902I	STRUCK A TAXIING AIRCRAFT DURING THE LANDING ROLL. THE TAXIING AIRCRAFT TURNED ONTO THE RUNWAY IN FRONT OF 272K.
19800829038649A	ENGINE QUIT ON BASE LEG FOR LANDING. CRASHED INTO HOUSES. FUEL TANKS EMPTY. FUEL GAUGES INCORRECT INDICATION.
19800829038919A	PILOT ATTEMPTED TO ABORT TAKEOFF AND RAN OFF END OF RUNWAY CAUSING SUBSTANTIAL DAMAGE.
19800829038949A	TWO AIRCRAFT COLLIDED TAXIING ON AIRPORT FOR TAKEOFF. ONE AIRCRAFT WAS NOT BEING OPERATED FOR PURPOSE OF FLIGHT.
19800829039279A	LOST DIRECTIONAL CONTROL OF AIRPLANE ON LANDING ROLL. VEERED OFF RUNWAY INTO A DITCH.
19800829039329A	INDICATES OPERATED INTO AREA OF LOW CEILING & VISIBILITY AT DARK NIGHT. FLEW INTO TREES. VFR NOT ADVISED.
19800829039369A	PILOT RELEASED TOW ROPE ON TAKEOFF AT 200 FEET. STALLED GLIDER TURNING TO RETURN. CAUSE OF ABORT UNDETERMINED.
19800829039569A	PILOT MADE GEAR UP LANDING.
19800829039679A	PILOT STALLED AIRCRAFT CLIMBING OUT OVER TREES. FIRE BROKE OUT AFTER CRASH.
19800829039739A	ENGINE QUIT ON LANDING HOVER. IMPACT DAMAGED HELICOPTER. FOUND PC LINE FROM GOVERNOR TO FUEL CONTROL BROKEN.
19800829040009A	PASSENGER MISLAID PURSE WHICH JAMMED CONTROLS CAUSING CRASH DURING LANDING.
19800829040469A	LEFT OF RUNWAY ON FINAL, WING HIT CORN, FLIPPED AIRPLANE OVER.
19800829040699A	ENGINE QUIT AFTER TAKEOFF. MADE HARD AUTOROTATE LANDING. FOUND WATER AND DIRT IN FUEL SYSTEM.
19800829041059A	LOST POWER AND CRASH LANDED SHORTLY AFTER TAKEOFF. NO MALFUNCTIONS FOUND OTHER THAN POORLY MAINTAINED ENGINE.
19800829041159A	PILOT WAS ATTEMPTING SHORT FIELD LANDING AND HIT RUNWAY TOO HARD, CAUSING SUBSTANTIAL DAMAGE.
19800829041299A	AIRCRAFT RAN OFF END OF RUNWAY DURING LANDING. PILOT CLAIMS WIND SHIFT.
19800829065749I	GEAR COLLAPSED WHEN BUNGEE CORD BROKE ON ONE SIDE.
19800829065779I	ENGINE FAILURE AT FL190 DUE TO LOOSE AIR DUCT. OTHER ENGINE QUIT WHEN PILOT PUSHED MIXTURE AND PROP FULL FORWARD
19800829065789I	LOUD BANG ON GEAR RETRACTION, NOSE GEAR WOULD NOT EXTEND. JUST OUT OF SHOP FOR NOSE GEAR REPAIR. INSTALLED WRONG.
19800829065799I	BOUNCED THREE OR FOUR TIMES, RAN OUT OF RUNWAY, HIT A DITCH.
19800829065809I	DURING GEAR EXTENSION, THE ENGINE LOST POWER AND GEAR STUCK IN TRANSIT. MIXTURE CONTROL CABLE CAUGHT IN GEAR ASMBLY
19800829065819I	VFR PILOT FLYING IFR, LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKE LINING COMPLETELY WORN OUT
19800829065829I	INSTRUCTOR WITH RH BRAKE CONTROLS HAD NEW STUDENT USING BRAKES AFTER LANDING, WENT OFF THE RUNWAY.
19800829083209I	PILOT HAD SMOKE IN COCKPIT AND DROP IN OIL PRESSURE. OIL LEAK AT OIL COOLER CAUSED LOSS OF ENGINE OIL.
19800829083219I	NOSE GEAR COLLAPSED DURING TAXI TO TIE DOWN AREA. GEAR DOWN LATCH MECHANISM FAILED.
19800830038109A	LANDED DOWNWIND ON WET GRASS STRIP. UNABLE TO STOP ON RUNWAY. TURNED OFF EDGE INTO SOFT GROUND. NOSED OVER.
19800830038149A	STUDENT PILOT EXHAUSTED FUEL ON FIRST LONG SOLO CROSS-COUNTRY. CRASHED JUST SHORT OF AIRPORT ATTEMPTING LANDING
19800830038189A	PILOT ATTEMPTING LANDING AT PRIVATE STRIP LOST CONTROL AND CRASHED INTO TREES OFF SIDE OF RUNWAY.
19800830038659A	PILOT LOST CONTROL OF AIRCRAFT DURING LANDING. AIRPLANE LEFT RUNWAY AND COLLIDED WITH PARKED AIRCRAFT.
19800830038849A	AIRCRAFT RAN OFF END OF RUNWAY & FLIPPED INVERTED DURING PRECAUTIONARY LANDING.
19800830038939A	PILOT MADE INTENTIONAL OFF AIRPORT LANDING AND STRUCK TREES WITH RIGHT WING.
19800830038959A	WING STRUCK WIRES DURING SPRAY RUN. LOST AILERON CONTROL. WENT INTO VERTICAL BANK, CRASHED.
19800830038969A	
19800830038999A	GROUND-LOOPED AIRPLANE DURING TAXI FOR TAKEOFF.
19800830039039A	LOST CONTROL OF HELICOPTER IN HOVER OVER A LAKE WHEN WINDSHIELD FOGGED UP. SPUN INTO LAKE. NO FLOTATION EQUIPMENT.
19800830039099A	
19800830039109A	AIRCRAFT CRASHED INTO TREES AT END OF RUNWAY AS PILOT ATTEMPTED GO-AROUND.
19800830039259A	WITNESS SAW AIRPLANE EMERGE FROM LOW CLOUDS IN A VALLEY, MAKE A STEEP TURN TO AVOID TERRAIN, STALLED, DOVE INTO GRN
19800830040519A	PILOT LOST CONTROL OF AIRCRAFT DURING LANDING ROLL. GEAR COLLAPSED & AIRCRAFT CAUGHT FIRE AND BURNED.
19800830040969A	WHILE PERFORMING AEROBATICS, HORIZONTAL STABILIZER DEFORMED UNDER STRESS.
19800830040999A	STUDENT PILOT MADE HARD LANDING RESULTING IN CRASH.
19800830041969A	LOST ALTITUDE AFTER TAKEOFF CLIMB TO 100 FEET. CRASHED. POSSIBLE LOSS OF CONTROL AFTER PROPELLER CAME LOOSE.
19800830045809A	FLYING LOW OVER OCEAN FOG, PILOT WAS DISTRACTED BY LOOSE OBJECT ON FLOOR FAILED TO CHECK ALTITUDE, DECENDED INTO FO
19800830057889A	VFR PILOT WAS ADVISED NOT TO GO. DEPARTED, LOST CONTROL IN HEAVY GROUND FOG. CRASHED INTO WOODED AREA.
19800830065859I	DURING TAKEOFF FROM ABANDONED AIRPORT, AIRCRAFT STRUCK TREES.
19800830065869I	PILOT INADVERTENTLY RETRACTED LANDING GEAR.
19800830065879I	NOSE GEAR FAILED ON TAKEOFF FROM EXTREMELY ROUGH UNIMPROVED STRIP.
19800830065889I	NOSE GEAR RETRACTED DURING ROLLOUT. DOWN LOCK HOOK WAS BROKEN OFF.
19800830065909I	AFTER TOUCHDOWN, NOSE GEAR TIRE BLEW AND PILOT LOST DIRECTIONAL CONTROL THEN NOSE GEAR COLLAPSED.
19800830065919I	PILOT LANDED DOWNWIND AND DOWNHILL, WENT OFF END OF RUNWAY AND HIT A FENCE.
19800830065929I	PILOT MADE HARD LANDING. AIRCRAFT PORPOISED, NOSE WHEEL COLLAPSED.
19800830065939I	PILOT MAKING SOLO FLIGHT IN HELICOPTER MADE HARD LANDING.TAIL ROTOR HIT GROUND THEN MAIN ROTOR AND GEAR SKID.
19800830065949I	AIRCRAFT ABORTED TAKEOFF DUE TO TRAFFIC LANDING ON RUNWAY IN OPPOSITE DIRECTION.
19800830065959I	ABORTED TAKEOFF DUE TO ILLUMINATION OF ENGINE OIL FILTER BYPASS LIGHT. REPLACED THE LIGHT, SYSTEM OK.
19800830065969I	TAKEOFF WARNING HORN SOUNDED DUE TO SPEED BRAKE LEVER OUT OF DETENT. BRAKE HAD NOT BEEN PROPERLY POSITIONED.
19800830067809A	LEVELED OFF TOO HIGH LANDING ON GRAVEL BAR. IMPACT AND ROUGH TERRAIN SEVERED LANDING GEAR.
19800830071379A	ENCOUNTERED UNNOTICED RISING TERRAIN DURING A 180 DEGREE TURN.UNABLE TO OUTCLIMBTERRAIN. IMPACTED ROUGH GROUND.
19800830077139I	NOSE GEAR WOULD NOT LOCK DOWN. ACTUATOR TORQUE WORN CAUSING MISALIGNMENT AND LOCK DOWN FAILURE.
19800830080889I	HARD LANDING DAMAGED NOSE GEAR AND PROPELLER.
19800830081179I	LANDED GEAR UP.
19800830081889I	TAKEOFF ABORTED DUE TO AN ENGINE LOW PRESSURE LIGHT. OIL PRESSURE LIGHT MALFUNCTIONED.
19800830081969I	WHILE THE AIRCRAFT WAS PARKED AT THE GATE, IT WAS STRUCK IN THE WING TIP BY AN AIRPORT SHUTTLE BUS.
19800830082019I	ONE ENGINE WOULD NOT ACCELERATE AFTER DESCENT. IT WAS SHUT DOWN. FUEL CONTROL SPECIFIC GRAVITY IMPROPERLY SET.
19800830082299I	PILOT INADVERTENTLY RETRACTED THE GEAR DURING LANDING ROLL
19800830084459I	DURING CLIMB ENGINE RPM DROPPED. CYLINDER INTAKE ELBOW ASSEMBLY CAME LOOSE.
19800831038619A	ENGINE QUIT ON TAKEOFF. FAILED TO USE AUXILIARY PUMP. FOUND FUEL PUMP FOULED WITH FOREIGN SUBSTANCE.
19800831038669A	PILOT SAID AIRCRAFT SETTLED BACK TO THE GROUND RIGHT AFTER TAKEOFF CAUSING CRASH.
19800831038729A	BALLOON PILOT FAILED TO CLEAR TREES ON APPROACH TO LANDING.
19800831039669A	BUZZED RESIDENCES. STALLED ON LAST PULL-UP. BLOOD ANALYSIS POSITIVE FOR HARD DRUGS.
19800831040539A	LANDED ON SOFT SAND BEACH. COLLAPSED NOSE GEAR.
19800831040609A	LOST CONTROL OF EXPERIMENTAL AIRPLANE ON TAKEOFF CLIMB. FAILED TO RECOVER FROM NOSE DOWN SPIRAL.
19800831040759A	PILOT LOST CONTROL OF AIRCRAFT DURING TOUCH AND GO LANDING.
19800831040869A	STUDENT FLIGHT TEST APPLICANT LEVELED OFF TOO HIGH. CHOPPED POWER, AIRPLANE LANDED HARD ON RUNWAY.
19800831057799A	ENGINE QUIT MADE EMERGENCY LANDING, ROLLED BACKWARDS ON IMPACT. FOUND SLEEPING BAG, TIED ON OUTSIDE CAUGHT V BELTS.
19800831065979I	AIRCRAFT STRUCK FENCE AND FENCE POST AFTER LIFT OFF, ABORTED, RAN INTO ANOTHER FENCE.
19800831065999I	AIRPLANE CAUGHT FIRE DURING ATTEMPTED START. IT WAS DESTROYED.
19800831066019I	PILOT LANDING ON BEACH TO REMOVE A BANNER HE HAD BEEN TOWING WAS UPSET BY A WIND GUST AND CRASHED.
19800831066029I	PILOT LANDED ON AN UNPREPARED STRIP. DAMAGED GEAR, PROP AND COWL.
19800831066039I	AIRCRAFT BOUNCED THREE TIMES. PROPELLER CONTACTED THE RUNWAY.
19800831066069I	PLANE LOST ELECTRICAL POWER AND NAV SYSTEMS DURING MISSED APPROACH. CLIMBED THROUGH THIN LAYER,PROCEEDED TO VFR
19800831066079I	AIRPLANE PORPOISED, DAMAGING NOSE GEAR, THEN WENT AROUND. NOSE GEAR COLLAPSED AFTER SUBSEQUENT NORMAL TOUCHDOWN
19800831069719I	PILOT RETURNED TO DEPARTURE POINT DUE TO ROUGH-RUNNING ENGINE. SPARK-PLUG HAD FAILED. DAMAGE FROM HARD LANDING.
19800831076279A	STRUCK TREE-TOPS ON SHORE AFTER NIGHT WATER TAKEOFF. PILOT BANKED AT LAST MINUTE TRYING TO AVOID TREES.
19800831078179A	BECAME TOO LOW ON NIGHT SWATH RUN. SPRAY BOOM CAUGHT IN COTTON. CRASHED IN COTTON FIELD.
19800831081189I	LANDED GEAR UP.
19800831081309I	AFTER LIFT OFF TO HOVER AND ATTEMPTED TAKEOFF, ENGINE LOST POWER, NO MECHANICAL PROBLEMS FOUND.
19800831081489I	RIGHT WING TIP STRUCK FUEL TRUCK WHILE TAXIING.
19800901037889A	ENGINE QUIT ON LOW PASS OVER FARM HOUSE. OVERSHOT PASTURE LANDING. HIT FENCE. FOUND PIECE OF PLASTIC IN AIR INTAKE.
19800901038139A	STUDENT PILOT ON NIGHT PLEASURE FLIGHT RAN OUT OF FUEL ON LONG FINAL. LANDED IN TREES. NOT ENDORSED FOR FLIGHT.
19800901038469A	MADE STEEP LOW ALTITUDE TURN. STALLED, ENTERED SPIN. IMPACTED GROUND IN SPIN.
19800901038569A	FLAPS INOP ON DEPARTURE. LANDED HALFWAY DOWN RUNWAY. FAILED TO GO AROUND. RAN OFF DEPARTURE END OF RUNWAY.
19800901038639A	PILOT LOST CONTROL OF AIRCRAFT DURING LANDING IN GUSTY CROSSWIND.
19800901038889A	PILOT ATTEMPTED GO-AROUND & ENGINE STARTED TO SPUTTER. AIRCRAFT HIT TREES AT END OF RUNWAY.
19800901039029A	PILOT ATTEMPTED LIFTOFF AT HIGH WEIGHT FOR DENSITY ALTITUDE. UNABLE TO CLEAR TERRAIN.
19800901039159A	NOSE WHEEL STRUCK BROKEN PIECE OF RUNWAY MATERIAL. AIRPLANE VEERED OFF RUNWAY. HIT TAR SPREADER. REPAIRS IN AREA.
19800901039219A	PILOT ATTEMPTED TAKEOFF HIGH DENSITY ALTITUDE AND CRASHED ON AIRPORT.
19800901039239A	IMPROPER DRIFT CORRECTION AND LEVEL-OFF CAUSED DAMAGE TO AIRCRAFT ON LANDING.
19800901039489A	LANDED ON A BEACH. GUST OF OFFSHORE WIND FLIPPED AIRPLANE OVER WHILE TAXIING ON SLANTING BEACH.
19800901039579A	TRIED TO MAKE WATER TAKEOFF WITH INSUFFICIENT ROOM. RAN UP ON SHORE AND NOSED OVER.
19800901040779A	ENGINE QUIT WHILE PRACTICING A BACK SLIDE ACROBATIC MANUEVER. LANDED IN FIELD NEXT TO AIRPORT. HIT DITCH.
19800901040849A	INDICATES POWER LOSS TURNING FINAL WITH A HIGH SINK RATE . POSSIBLE CARBURETOR ICE. CARBURETOR HEAT OFF.
19800901040899A	PILOT WAS OBSERVED ENGAGED IN BUZZING & ACROBATICS AT LOW ALTITUDE. AIRPLANE STALLED. DID NOT RECOVER.
19800901042119A	PILOT ATTEMPTED TO LAND ON SAND-BAR. WING-TIP DUG IN. LOST DIRECTIONAL CONTROL IN GUSTY WIND CONDITIONS.
19800901050029A	SLOW ACCELERATION ON WET SOD, ABORTED TAKEOFF, UNABLE TO STOP ON WET GRASS. HIT RUNWAY END BARREL MARKER.
19800901063259A	PILOT FAILED TO CLEAR TREES ON TAKEOFF. PILOT BLAMED HIGH DENSITY ALTITUDE. DOES NOT HAVE AG OPERATOR CERTIFICATE.
19800901063389A	
19800901067869I	PARACHUTIST KILLED WHILE MAKING HIS FIRST WATER JUMP.
19800901067899I	LANDING GEAR WOULD NOT EXTEND BECAUSE A GEAR HAD SEIZED IN THE LANDING GEAR TRANSMISSION.
19800901067929I	OIL PRESSURE BEGAN TO RISE. PILOT NOTIFIED CENTER. DIP STICK LOOSE, LOW OIL QUANTITY.
19800901067939I	ENGINE SHUT DOWN AS A PRECAUTIONARY MEASURE DUE TO LOST OIL PRESSURE INDICATION.
19800901067959I	PASSENGER DIED OF NATURAL CAUSES.
19800901067979I	POWER LOSS OCCURRED. MADE EMERGENCY LANDING. WATER IN SEDIMENT BOWL OF FUEL SYSTEM.
19800901067999I	PILOT MADE HARD LANDING. LEFT MAIN GEAR STRUT COLLAPSED WHEN HE TURNED OFF RUNWAY.
19800901068019I	PILOT LANDED LONG AND OVERRAN END OF RUNWAY.
19800901068049I	PILOT LANDED NOSE UP ON A SLOPING BOAT DECK. SKID HANGING OVER 10 DEGREES SLOPE. DAMAGE TO SPIKE AND PLATE.
19800901068059I	NOSE GEAR COLLAPSED AT LANDING DUE TO FAILED NOSE GEAR RETRACT CYLINDER SEAL.
19800901068079I	FLIGHT MADE UNSCHEDULED LANDING DUE TO SICK PASSENGER.
19800901068339I	FLIGHT MADE UNSCHEDULD LANDING DUE TO SICK PASSENGER.
19800901081639I	FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.
19800901081649I	RAN OFF END OF RUNWAY AFTER ABORTING SECOND TOUCH AND GO LANDING FROM SAME APPROACH.
